Date,Time,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
2023-08-26,07:49,ACC278982,ACC833771,9723.21,USD,EUR,China,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-03-23,18:08,ACC209367,ACC897118,3878.75,TRY,MAD,UAE,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-09-17,09:27,ACC428042,ACC248608,3103.46,MAD,MAD,China,UK,E-Wallet,0,Normal_Corporate_Payment
2023-03-28,14:35,ACC741774,ACC396206,316.29,EUR,AED,Turkey,Turkey,Cross-Border,1,Suspicious_Structuring
2023-04-29,10:40,ACC448684,ACC934648,1508.69,GBP,GBP,China,Morocco,Cheque,1,Suspicious_RapidMovement
2023-09-30,17:49,ACC594775,ACC393797,5624.53,EUR,EUR,Mexico,UK,Cash,1,Suspicious_Related_Accounts
2023-08-26,05:28,ACC838497,ACC645961,1585.03,USD,EUR,USA,Germany,Credit Card,0,Normal_Corporate_Payment
2023-11-06,01:24,ACC543853,ACC241439,7365.69,MAD,AED,Mexico,UK,Mobile Payment,0,Normal_Personal_Transfer
2023-08-29,07:11,ACC880343,ACC119629,381.95,CNY,GBP,Mexico,Germany,E-Wallet,0,Normal_Personal_Transfer
2023-07-27,11:23,ACC760709,ACC745044,2602.29,MAD,MXN,UAE,UAE,Cross-Border,1,Suspicious_Cash_Intensive
2023-02-04,04:01,ACC926395,ACC735929,6957.58,CNY,MAD,UAE,Turkey,Cheque,1,Suspicious_RapidMovement
2023-05-15,08:30,ACC500966,ACC565406,2562.47,GBP,TRY,China,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-04-07,09:35,ACC457073,ACC387207,7290.32,MXN,CNY,Mexico,UAE,Cross-Border,1,Suspicious_RapidMovement
2023-03-31,01:22,ACC777823,ACC381466,9958.68,USD,USD,UK,Turkey,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-12-22,13:59,ACC699223,ACC839906,7972.87,GBP,CNY,Germany,China,Mobile Payment,0,Normal_Corporate_Payment
2023-05-24,21:13,ACC814152,ACC608853,3424.94,AED,MAD,Germany,UK,Cross-Border,1,Suspicious_Shell_Companies
2023-11-22,03:38,ACC900118,ACC899125,9006.91,AED,USD,Germany,Mexico,Cash,1,Suspicious_Cash_Intensive
2023-08-19,14:20,ACC599555,ACC240313,521.29,TRY,GBP,Turkey,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-10-18,15:57,ACC163528,ACC522994,7252.82,CNY,CNY,UAE,USA,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-07-03,10:03,ACC724099,ACC464523,242.99,GBP,USD,Morocco,Morocco,ACH Transfer,0,Normal_Personal_Transfer
2023-07-30,16:49,ACC608907,ACC899083,1753.81,TRY,MXN,Morocco,Mexico,Cheque,1,Suspicious_Structuring
2023-06-29,09:51,ACC384931,ACC781326,9875.98,AED,EUR,China,UK,Cash,1,Suspicious_RapidMovement
2023-03-13,12:06,ACC477757,ACC895707,3615.24,AED,TRY,Morocco,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-09-21,00:10,ACC812787,ACC145606,8206.79,TRY,USD,China,UK,Cheque,1,Suspicious_CrossBorder_Transfer
2023-04-13,16:36,ACC884429,ACC101658,3767.11,MAD,USD,Germany,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-01-09,15:52,ACC204887,ACC325571,8401.88,GBP,CNY,UAE,UK,Cash,1,Suspicious_CrossBorder_Transfer
2023-08-24,00:55,ACC161086,ACC172468,9654.74,MAD,GBP,USA,Mexico,Cheque,1,Suspicious_Related_Accounts
2023-03-06,08:50,ACC988663,ACC507464,4361.01,AED,GBP,Turkey,UAE,Debit Card,0,Normal_Corporate_Payment
2023-12-10,23:29,ACC355494,ACC517653,5597.9,MAD,AED,Germany,Germany,Debit Card,0,Normal_Corporate_Payment
2023-12-15,10:05,ACC608889,ACC795087,6290.11,CNY,EUR,UAE,China,Cross-Border,1,Suspicious_Shell_Companies
2023-11-30,12:02,ACC687596,ACC249273,9349.0,EUR,TRY,Mexico,China,ACH Transfer,0,Normal_Corporate_Payment
2023-05-16,21:50,ACC377941,ACC665438,2574.87,EUR,AED,UAE,China,Cheque,1,Suspicious_CrossBorder_Transfer
2023-01-06,17:12,ACC367446,ACC870508,6116.38,MAD,AED,Morocco,China,E-Wallet,0,Normal_Corporate_Payment
2023-12-05,13:58,ACC556388,ACC901431,3253.96,MAD,USD,Germany,UAE,Cash,1,Suspicious_CrossBorder_Transfer
2023-06-06,19:08,ACC662347,ACC351775,2177.16,CNY,EUR,Morocco,USA,Credit Card,0,Normal_Personal_Transfer
2023-12-19,20:44,ACC231980,ACC368520,858.35,TRY,CNY,Germany,Turkey,Debit Card,0,Normal_Personal_Transfer
2023-12-18,10:57,ACC815612,ACC413817,6210.9,MAD,CNY,Morocco,UK,Debit Card,0,Normal_Personal_Transfer
2023-11-08,11:24,ACC573875,ACC889908,8822.03,USD,CNY,USA,UAE,Cheque,1,Suspicious_Related_Accounts
2023-04-18,09:15,ACC243949,ACC348465,3520.41,GBP,TRY,China,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-05-21,23:12,ACC376383,ACC956334,5531.16,USD,EUR,UAE,China,Credit Card,0,Normal_Personal_Transfer
2023-11-07,16:43,ACC127313,ACC607726,6424.92,EUR,USD,Morocco,China,E-Wallet,0,Normal_Personal_Transfer
2023-04-26,01:59,ACC142103,ACC977701,4152.36,USD,CNY,China,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-03-03,20:42,ACC279480,ACC833354,9034.45,MXN,GBP,Mexico,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-07-23,11:32,ACC576467,ACC722619,3633.92,MXN,GBP,Germany,China,E-Wallet,0,Normal_Corporate_Payment
2023-12-08,01:39,ACC188771,ACC513831,1258.86,EUR,GBP,UK,UK,E-Wallet,0,Normal_Corporate_Payment
2023-09-12,13:11,ACC226228,ACC635452,1448.76,USD,MXN,Mexico,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-07-28,10:00,ACC191665,ACC925748,8909.67,GBP,EUR,Morocco,China,ACH Transfer,0,Normal_Corporate_Payment
2023-02-05,21:03,ACC896966,ACC823920,9880.2,CNY,CNY,China,China,Cross-Border,1,Suspicious_Cash_Intensive
2023-08-13,04:53,ACC929492,ACC260631,2896.49,EUR,USD,USA,UAE,Cross-Border,1,Suspicious_Shell_Companies
2023-12-28,19:50,ACC903621,ACC425112,1444.59,MXN,EUR,Morocco,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-02-21,13:23,ACC710355,ACC297872,4827.3,EUR,GBP,China,UAE,Cheque,1,Suspicious_Structuring
2023-07-09,01:18,ACC897399,ACC764407,7098.19,USD,MAD,China,UK,Credit Card,0,Normal_Corporate_Payment
2023-11-17,23:19,ACC837351,ACC538201,6127.91,USD,MAD,Morocco,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-09-28,12:18,ACC951995,ACC303195,9511.57,USD,CNY,USA,Mexico,Cash,1,Suspicious_CrossBorder_Transfer
2023-09-12,06:58,ACC370804,ACC576387,8179.6,TRY,EUR,Germany,Germany,Credit Card,0,Normal_Personal_Transfer
2023-09-14,11:15,ACC480815,ACC604316,8691.03,USD,CNY,Germany,Turkey,Cash,1,Suspicious_Cash_Intensive
2023-05-12,20:35,ACC584091,ACC759230,5421.25,MAD,TRY,Morocco,UAE,Credit Card,0,Normal_Corporate_Payment
2023-04-18,07:19,ACC229909,ACC658382,3279.48,MXN,MAD,Morocco,USA,Cross-Border,1,Suspicious_RapidMovement
2023-10-23,04:37,ACC533039,ACC417473,7020.34,AED,MAD,Morocco,China,ACH Transfer,0,Normal_Corporate_Payment
2023-10-23,03:05,ACC549058,ACC764577,4396.14,MXN,EUR,China,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-11-13,07:08,ACC240688,ACC445282,2884.66,TRY,AED,Morocco,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-11-30,18:43,ACC175976,ACC166141,1531.18,MXN,MXN,Mexico,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-07-06,11:19,ACC857496,ACC253415,5283.46,MXN,MXN,UK,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-07-03,05:27,ACC279810,ACC752595,5946.59,EUR,GBP,Morocco,UAE,Credit Card,0,Normal_Personal_Transfer
2023-10-19,03:59,ACC375251,ACC806182,5692.17,AED,CNY,Mexico,UK,Mobile Payment,0,Normal_Personal_Transfer
2023-08-26,07:59,ACC816764,ACC602009,1174.32,AED,USD,Turkey,UAE,Debit Card,0,Normal_Personal_Transfer
2023-09-14,22:33,ACC718470,ACC525305,5704.17,USD,AED,Mexico,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-10-18,08:13,ACC867441,ACC546811,1692.46,MAD,CNY,China,Turkey,Credit Card,0,Normal_Corporate_Payment
2023-11-21,23:42,ACC978219,ACC445341,6640.5,MAD,TRY,China,USA,E-Wallet,0,Normal_Personal_Transfer
2023-05-04,11:38,ACC902386,ACC968750,4299.55,EUR,CNY,UK,China,Mobile Payment,0,Normal_Personal_Transfer
2023-05-18,04:17,ACC379087,ACC261101,8489.4,MAD,AED,UK,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-02-04,21:23,ACC140725,ACC703311,7784.87,EUR,CNY,UK,Morocco,Cheque,1,Suspicious_Related_Accounts
2023-07-31,11:02,ACC931866,ACC544540,7246.58,AED,USD,China,UAE,Debit Card,0,Normal_Corporate_Payment
2023-01-14,17:01,ACC972183,ACC938394,7010.36,AED,USD,China,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-06-19,23:36,ACC634398,ACC475181,5609.28,CNY,TRY,Mexico,UK,Debit Card,0,Normal_Personal_Transfer
2023-07-18,01:12,ACC598864,ACC794402,620.52,AED,MXN,China,Germany,ACH Transfer,0,Normal_Corporate_Payment
2023-04-15,02:19,ACC378606,ACC711889,6558.34,MAD,AED,Turkey,China,E-Wallet,0,Normal_Personal_Transfer
2023-08-04,17:17,ACC441376,ACC569596,4674.55,MXN,CNY,Germany,China,ACH Transfer,0,Normal_Personal_Transfer
2023-01-12,06:45,ACC809441,ACC184859,4700.85,AED,MAD,Germany,UAE,Debit Card,0,Normal_Corporate_Payment
2023-01-14,04:25,ACC546015,ACC715221,3796.43,CNY,GBP,UK,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-10-28,00:56,ACC690855,ACC145957,9291.42,GBP,EUR,China,USA,Cheque,1,Suspicious_RapidMovement
2023-05-12,00:31,ACC582517,ACC969296,2502.02,USD,MXN,Turkey,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-02-16,18:35,ACC806584,ACC930171,3172.78,GBP,GBP,UAE,USA,E-Wallet,0,Normal_Personal_Transfer
2023-07-10,03:13,ACC489569,ACC400877,9630.78,MXN,MAD,Germany,USA,Cheque,1,Suspicious_Related_Accounts
2023-10-09,11:13,ACC942495,ACC669677,8103.44,TRY,MXN,Mexico,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-03-20,14:32,ACC213394,ACC260787,150.72,EUR,AED,UAE,China,ACH Transfer,0,Normal_Corporate_Payment
2023-08-16,10:16,ACC941672,ACC794476,9062.01,CNY,TRY,USA,USA,Debit Card,0,Normal_Corporate_Payment
2023-02-01,00:39,ACC967784,ACC943354,2274.21,MAD,USD,Morocco,UAE,Credit Card,0,Normal_Corporate_Payment
2023-01-19,18:48,ACC248940,ACC549467,7062.27,MAD,TRY,Mexico,Morocco,Cash,1,Suspicious_Cash_Intensive
2023-07-13,00:15,ACC443133,ACC117580,5535.2,MXN,MAD,USA,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-07-17,18:17,ACC122222,ACC478044,5372.75,MAD,EUR,Turkey,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-08-21,21:26,ACC179794,ACC494039,7182.03,MXN,CNY,Mexico,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-09-23,10:23,ACC688212,ACC359073,2079.74,CNY,TRY,Germany,Turkey,Cash,1,Suspicious_Cash_Intensive
2023-12-23,12:51,ACC724142,ACC323080,1598.66,GBP,MAD,China,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-07-08,11:26,ACC964945,ACC893516,6522.61,TRY,USD,USA,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-04-28,09:20,ACC884326,ACC440135,2912.89,EUR,MXN,China,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-10-18,21:17,ACC941081,ACC503823,9739.76,MAD,GBP,Turkey,China,ACH Transfer,0,Normal_Personal_Transfer
2023-04-09,21:27,ACC465130,ACC706743,4520.6,TRY,MAD,Morocco,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-06-10,08:03,ACC868103,ACC474684,1124.85,TRY,MAD,Morocco,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-01-29,14:45,ACC970181,ACC476684,6861.29,TRY,AED,China,UK,Cash,1,Suspicious_Related_Accounts
2023-01-10,22:14,ACC333127,ACC877585,3068.53,USD,EUR,Germany,USA,Debit Card,0,Normal_Corporate_Payment
2023-12-18,23:05,ACC604434,ACC767329,1494.39,TRY,MXN,Turkey,China,Debit Card,0,Normal_Corporate_Payment
2023-11-02,12:12,ACC241295,ACC903765,4234.01,AED,MAD,UAE,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-09-12,10:52,ACC279238,ACC570452,9642.58,MXN,MAD,Morocco,China,Cheque,1,Suspicious_Shell_Companies
2023-05-30,06:41,ACC139369,ACC489326,4120.19,USD,GBP,UK,UAE,Credit Card,0,Normal_Corporate_Payment
2023-03-05,23:00,ACC972811,ACC854207,3479.86,AED,CNY,UK,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-02-27,03:25,ACC955824,ACC660956,4450.64,USD,USD,USA,Morocco,Cash,1,Suspicious_Cash_Intensive
2023-04-02,13:54,ACC899093,ACC898377,131.04,TRY,TRY,Germany,China,ACH Transfer,0,Normal_Corporate_Payment
2023-07-20,06:46,ACC770951,ACC726816,1339.68,MAD,AED,China,UK,Cross-Border,1,Suspicious_Cash_Intensive
2023-09-18,06:41,ACC433862,ACC146526,8498.25,MAD,MXN,Mexico,China,E-Wallet,0,Normal_Corporate_Payment
2023-08-29,09:43,ACC810595,ACC672005,9780.56,MAD,GBP,UAE,UAE,Credit Card,0,Normal_Personal_Transfer
2023-04-13,23:58,ACC370114,ACC552642,1587.84,MAD,GBP,Mexico,Germany,Credit Card,0,Normal_Personal_Transfer
2023-12-15,01:19,ACC147922,ACC856530,5359.82,MXN,TRY,Turkey,China,Cross-Border,1,Suspicious_Shell_Companies
2023-09-27,13:53,ACC593614,ACC315238,9663.67,CNY,MXN,USA,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-07-22,01:58,ACC917187,ACC609740,1574.25,MAD,MXN,USA,Germany,Debit Card,0,Normal_Corporate_Payment
2023-08-12,03:42,ACC745214,ACC337644,1871.23,EUR,AED,USA,UAE,Cheque,1,Suspicious_Structuring
2023-06-03,10:32,ACC119416,ACC452624,9268.9,TRY,USD,Germany,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-04-01,12:15,ACC113672,ACC582112,7059.82,USD,MXN,Mexico,USA,E-Wallet,0,Normal_Corporate_Payment
2023-05-10,06:12,ACC576684,ACC833709,1528.15,EUR,AED,Turkey,UAE,Debit Card,0,Normal_Corporate_Payment
2023-10-04,07:35,ACC228145,ACC235673,3940.99,MAD,MAD,UAE,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-01-06,02:05,ACC802356,ACC899362,572.14,EUR,TRY,Germany,UK,Cross-Border,1,Suspicious_Shell_Companies
2023-02-12,07:16,ACC960527,ACC628621,4332.39,USD,MXN,Turkey,China,E-Wallet,0,Normal_Personal_Transfer
2023-01-17,23:11,ACC100064,ACC826295,7781.24,MAD,CNY,Germany,China,ACH Transfer,0,Normal_Corporate_Payment
2023-01-15,22:40,ACC168835,ACC220384,5544.18,EUR,CNY,UAE,USA,E-Wallet,0,Normal_Corporate_Payment
2023-11-09,08:02,ACC301457,ACC117839,6477.95,MXN,USD,UAE,China,ACH Transfer,0,Normal_Corporate_Payment
2023-09-14,13:42,ACC347795,ACC937769,3274.93,MXN,GBP,China,China,Cheque,1,Suspicious_Structuring
2023-06-23,21:49,ACC504271,ACC533420,1622.35,TRY,MAD,Germany,Mexico,Cheque,1,Suspicious_RapidMovement
2023-02-05,00:08,ACC449738,ACC120195,141.04,CNY,MXN,Germany,UAE,Cash,1,Suspicious_Related_Accounts
2023-06-29,19:27,ACC741204,ACC521064,8214.91,TRY,TRY,UAE,China,Cash,1,Suspicious_Shell_Companies
2023-06-22,22:45,ACC968948,ACC713517,6370.18,AED,MXN,China,China,Debit Card,0,Normal_Personal_Transfer
2023-03-05,02:11,ACC951098,ACC999683,2300.92,EUR,AED,UK,Mexico,Cross-Border,1,Suspicious_Structuring
2023-06-08,03:52,ACC295346,ACC212265,4190.16,USD,EUR,China,UAE,Cheque,1,Suspicious_Structuring
2023-05-26,23:03,ACC373010,ACC360775,8016.42,MXN,CNY,USA,Turkey,Credit Card,0,Normal_Corporate_Payment
2023-08-13,12:54,ACC103889,ACC271926,5391.61,GBP,USD,Morocco,China,ACH Transfer,0,Normal_Personal_Transfer
2023-08-20,00:20,ACC218194,ACC988418,3008.6,CNY,GBP,UK,Turkey,Mobile Payment,0,Normal_Corporate_Payment
2023-01-17,06:10,ACC224714,ACC413142,2679.17,TRY,EUR,Morocco,UAE,Cross-Border,1,Suspicious_Related_Accounts
2023-05-17,10:47,ACC655623,ACC298462,2183.96,AED,TRY,UAE,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-08-17,16:37,ACC150547,ACC393702,8239.06,MXN,MXN,Mexico,UK,Cheque,1,Suspicious_Related_Accounts
2023-07-03,17:35,ACC257234,ACC889417,5822.78,AED,USD,UAE,UAE,Cash,1,Suspicious_CrossBorder_Transfer
2023-11-09,23:53,ACC844809,ACC948226,7094.48,MAD,MAD,Morocco,UAE,Cheque,1,Suspicious_Related_Accounts
2023-08-29,06:54,ACC780047,ACC143585,8602.6,EUR,AED,Turkey,China,E-Wallet,0,Normal_Personal_Transfer
2023-03-01,12:55,ACC985188,ACC315886,9868.75,AED,AED,Germany,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-01-26,12:47,ACC373139,ACC402408,2502.34,CNY,MXN,UK,USA,Cheque,1,Suspicious_Shell_Companies
2023-08-23,09:44,ACC549704,ACC526542,1817.22,MXN,CNY,Mexico,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-01-10,04:03,ACC102631,ACC971248,4625.36,MXN,MXN,China,UK,E-Wallet,0,Normal_Corporate_Payment
2023-08-02,23:27,ACC237039,ACC658310,360.36,EUR,MXN,China,China,Cross-Border,1,Suspicious_Related_Accounts
2023-12-10,20:28,ACC974726,ACC508883,7919.26,TRY,MAD,USA,USA,Cheque,1,Suspicious_CrossBorder_Transfer
2023-07-30,11:57,ACC449422,ACC642353,8838.76,TRY,MXN,Morocco,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-05-22,14:28,ACC688759,ACC476526,6863.54,GBP,USD,USA,Mexico,Cash,1,Suspicious_Shell_Companies
2023-08-23,05:27,ACC399260,ACC752433,2687.27,CNY,MAD,UAE,China,Cross-Border,1,Suspicious_Cash_Intensive
2023-06-17,13:03,ACC978548,ACC973623,1240.32,GBP,MAD,UK,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-07-19,16:40,ACC527443,ACC433963,3827.62,TRY,CNY,UAE,Turkey,ACH Transfer,0,Normal_Personal_Transfer
2023-12-10,12:21,ACC757302,ACC469302,8335.02,TRY,EUR,Morocco,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-05-21,23:46,ACC671952,ACC538292,3484.8,CNY,TRY,Turkey,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-12-17,14:40,ACC783429,ACC299933,352.2,AED,MAD,Germany,UK,Cross-Border,1,Suspicious_RapidMovement
2023-11-27,08:54,ACC187342,ACC851679,2750.06,CNY,EUR,China,Turkey,Mobile Payment,0,Normal_Corporate_Payment
2023-03-13,18:31,ACC114407,ACC543609,9899.56,TRY,USD,UAE,Germany,Cross-Border,1,Suspicious_Shell_Companies
2023-01-26,04:05,ACC213926,ACC889575,6769.92,TRY,TRY,UK,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-02-06,09:13,ACC421345,ACC856701,9009.54,MXN,MAD,Morocco,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-01-07,08:19,ACC966525,ACC419649,7750.9,GBP,GBP,UK,Morocco,Cross-Border,1,Suspicious_Related_Accounts
2023-02-04,10:21,ACC547564,ACC505633,5401.66,EUR,EUR,Turkey,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-09-07,18:45,ACC837341,ACC262372,1495.4,CNY,USD,Morocco,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-01-26,11:37,ACC642166,ACC391040,3492.96,USD,USD,UK,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-04-27,19:03,ACC183100,ACC871829,5841.56,EUR,USD,USA,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-11-05,13:50,ACC965061,ACC858339,8707.62,CNY,AED,Turkey,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-01-09,08:12,ACC548636,ACC412773,2694.06,MAD,TRY,China,Morocco,Debit Card,0,Normal_Personal_Transfer
2023-10-25,19:26,ACC594308,ACC520822,1221.06,CNY,CNY,Morocco,UK,Cash,1,Suspicious_Cash_Intensive
2023-04-13,05:43,ACC323059,ACC664204,5592.73,USD,MXN,UAE,UAE,Credit Card,0,Normal_Corporate_Payment
2023-02-13,05:23,ACC667456,ACC161330,1773.25,MXN,GBP,USA,USA,E-Wallet,0,Normal_Personal_Transfer
2023-09-12,12:06,ACC350396,ACC893983,6107.51,MAD,TRY,USA,Morocco,Cash,1,Suspicious_Structuring
2023-08-18,06:15,ACC874769,ACC463116,2642.58,GBP,TRY,Turkey,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-11-17,00:13,ACC417006,ACC481767,2317.32,USD,CNY,UAE,Morocco,Credit Card,0,Normal_Personal_Transfer
2023-09-26,15:33,ACC128004,ACC811782,3997.82,TRY,CNY,Turkey,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-10-21,12:15,ACC906903,ACC609068,5935.99,MAD,MAD,UK,Morocco,Cross-Border,1,Suspicious_RapidMovement
2023-04-13,10:41,ACC624252,ACC475360,5457.72,MXN,AED,UAE,China,Cross-Border,1,Suspicious_Shell_Companies
2023-03-06,23:12,ACC716108,ACC954214,2454.9,CNY,EUR,Mexico,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-10-01,13:42,ACC291239,ACC427535,8912.26,CNY,GBP,Mexico,Morocco,E-Wallet,0,Normal_Corporate_Payment
2023-10-22,20:43,ACC726517,ACC467101,1107.72,USD,USD,Mexico,Turkey,Cheque,1,Suspicious_Related_Accounts
2023-12-28,03:20,ACC577044,ACC747834,404.28,TRY,TRY,Morocco,Morocco,Debit Card,0,Normal_Personal_Transfer
2023-05-31,13:39,ACC951740,ACC687699,6031.04,MAD,GBP,Morocco,Germany,Cross-Border,1,Suspicious_Structuring
2023-05-16,20:49,ACC446113,ACC864797,1242.84,MXN,EUR,UK,China,Credit Card,0,Normal_Personal_Transfer
2023-10-11,13:59,ACC114568,ACC173185,5053.86,CNY,MXN,Germany,UAE,Cheque,1,Suspicious_Related_Accounts
2023-05-05,17:13,ACC633754,ACC599961,9518.22,MAD,GBP,Morocco,UK,Cheque,1,Suspicious_Cash_Intensive
2023-12-06,08:55,ACC322129,ACC756248,6988.82,USD,AED,China,USA,Cross-Border,1,Suspicious_Structuring
2023-11-10,02:13,ACC681612,ACC600735,6178.39,TRY,AED,UK,USA,Cash,1,Suspicious_Structuring
2023-06-06,10:59,ACC988640,ACC227574,5752.3,GBP,USD,UK,China,Cash,1,Suspicious_Related_Accounts
2023-10-02,09:28,ACC246539,ACC812495,1803.6,AED,AED,UAE,UK,Cash,1,Suspicious_RapidMovement
2023-10-03,20:48,ACC700243,ACC129424,4332.15,MXN,TRY,USA,Morocco,E-Wallet,0,Normal_Personal_Transfer
2023-02-07,05:51,ACC247748,ACC141559,3431.81,USD,MXN,UAE,Turkey,Cheque,1,Suspicious_Structuring
2023-11-26,23:12,ACC194791,ACC610926,9531.21,CNY,CNY,Mexico,UK,Cash,1,Suspicious_Cash_Intensive
2023-07-04,22:59,ACC786874,ACC348290,2430.78,TRY,EUR,Turkey,Turkey,Cash,1,Suspicious_CrossBorder_Transfer
2023-10-29,05:56,ACC995150,ACC373219,4720.45,GBP,USD,UK,USA,Cheque,1,Suspicious_RapidMovement
2023-04-27,08:21,ACC646938,ACC515915,9381.41,MAD,CNY,Germany,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-11-23,21:29,ACC450434,ACC803332,7893.91,TRY,MXN,Morocco,Turkey,Cash,1,Suspicious_Structuring
2023-05-23,23:11,ACC177701,ACC609968,9645.51,AED,MAD,China,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-01-04,10:38,ACC897115,ACC372094,6087.22,GBP,MAD,Germany,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-11-27,07:42,ACC329164,ACC760773,3344.53,USD,EUR,UK,China,Cross-Border,1,Suspicious_Related_Accounts
2023-02-03,12:37,ACC553035,ACC139305,8268.23,CNY,USD,UK,Morocco,Cheque,1,Suspicious_RapidMovement
2023-04-27,16:30,ACC705266,ACC622037,2921.65,TRY,AED,USA,UK,Credit Card,0,Normal_Corporate_Payment
2023-12-13,06:33,ACC629148,ACC365713,1656.08,AED,TRY,Germany,Germany,Cash,1,Suspicious_CrossBorder_Transfer
2023-12-13,17:40,ACC759089,ACC166778,7065.83,TRY,EUR,USA,China,Credit Card,0,Normal_Corporate_Payment
2023-07-29,01:14,ACC655639,ACC464777,6393.17,EUR,AED,Turkey,UAE,Debit Card,0,Normal_Corporate_Payment
2023-08-19,01:10,ACC605920,ACC916517,8790.7,MXN,MXN,Germany,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-06-13,09:16,ACC424888,ACC577061,9619.63,TRY,USD,Mexico,Mexico,ACH Transfer,0,Normal_Corporate_Payment
2023-04-18,08:29,ACC779706,ACC458451,8573.4,AED,MAD,Turkey,China,Mobile Payment,0,Normal_Corporate_Payment
2023-04-30,07:34,ACC960587,ACC978606,609.62,GBP,MAD,Mexico,USA,Debit Card,0,Normal_Corporate_Payment
2023-09-03,11:47,ACC221449,ACC660451,6648.49,MXN,GBP,Germany,China,ACH Transfer,0,Normal_Personal_Transfer
2023-10-02,07:41,ACC700988,ACC149592,7849.48,USD,USD,USA,Morocco,Cash,1,Suspicious_Related_Accounts
2023-10-16,04:36,ACC859774,ACC318223,9819.47,AED,MXN,Mexico,Turkey,Debit Card,0,Normal_Personal_Transfer
2023-10-16,07:25,ACC893387,ACC288405,3752.87,MXN,MXN,UK,China,Cheque,1,Suspicious_Structuring
2023-02-03,23:23,ACC357571,ACC479575,1707.12,EUR,GBP,Morocco,Morocco,Cross-Border,1,Suspicious_Shell_Companies
2023-06-30,09:52,ACC563506,ACC632327,8530.8,CNY,AED,China,China,E-Wallet,0,Normal_Personal_Transfer
2023-01-22,10:40,ACC537509,ACC239270,3181.49,USD,MXN,UAE,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-07-20,13:50,ACC816696,ACC265426,5986.04,TRY,AED,USA,Germany,E-Wallet,0,Normal_Corporate_Payment
